molecule_chembl_id,canonical_smiles,standard_value,curated_smiles,pIC50,inchikey
CHEMBL5269343,COc1ccccc1-n1cc(C#N)c2ncnc(N3CCN(Cc4ccccc4)CC3)c21,19100.0,COc1ccccc1-n1cc(C#N)c2ncnc(N3CCN(Cc4ccccc4)CC3)c21,4.718966632752273,ORLUZZMIGGWQRW-UHFFFAOYSA-N
CHEMBL517449,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,19140.0,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,4.718058066559175,KBDSLGBFQAGHBE-MSGMIQHVSA-N
CHEMBL4571543,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(Cl)c2)cc1,19200.0,COc1ccc(C(=O)N2CCc3c([nH]c4ccccc34)C2c2cccc(Cl)c2)cc1,4.71669877129645,VTHHNXQVCOMVAW-UHFFFAOYSA-N
CHEMBL3885031,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,19400.0,COc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3ccc(C(C)C)cc3)n2)cc1,4.7121982700697735,JKYIDDAAYUDZCN-UHFFFAOYSA-N
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,19600.0,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.707743928643524,IQPNAANSBPBGFQ-UHFFFAOYSA-N
CHEMBL4877250,CC(C)n1ccc(Cc2nc(-c3cnc4c(F)cccc4c3)no2)n1,19600.0,CC(C)n1ccc(Cc2nc(-c3cnc4c(F)cccc4c3)no2)n1,4.707743928643524,PNCSJEIBLVNGMB-UHFFFAOYSA-N
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,19700.0,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,4.705533773838407,VWTRBKIMTDCGDL-UHFFFAOYSA-N
CHEMBL487805,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,19710.0,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,4.705313375720556,DJSISFGPUUYILV-ZFORQUDYSA-N
CHEMBL4861029,COc1cc(OC)cc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c1,19800.0,COc1cc(OC)cc(-c2ccc(C(=O)N3CCc4cc(OC)c(OC)cc4C3)o2)c1,4.703334809738469,HNNSCQKCFRLKPW-UHFFFAOYSA-N
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,19970.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.699621935129297,XGALLCVXEZPNRQ-UHFFFAOYSA-N
CHEMBL1944863,COc1cc(C(=O)Nc2ccc(Br)cc2)cc(OC)c1OC,20000.0,COc1cc(C(=O)Nc2ccc(Br)cc2)cc(OC)c1OC,4.698970004336019,IONWMMRVQGKQRL-UHFFFAOYSA-N
CHEMBL381164,COc1cc(OC)cc(-c2cccc(-c3ccc(O)cc3)c2)c1,20000.0,COc1cc(OC)cc(-c2cccc(-c3ccc(O)cc3)c2)c1,4.698970004336019,MWVCWBDXUJZBEC-UHFFFAOYSA-N
CHEMBL501349,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1,20000.0,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnccn1,4.698970004336019,XFRXCSTXTDDQQT-UHFFFAOYSA-N
CHEMBL1241992,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,20000.0,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,4.698970004336019,QDAPWMKWLVMBBU-UHFFFAOYSA-N
CHEMBL1946565,CCc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,20000.0,CCc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1,4.698970004336019,PXAOCNSFMKXJLV-UHFFFAOYSA-N
CHEMBL4537901,COc1cc(OC)c(C(=O)/C=C/c2cccc(N3CCN(C(=O)OC(C)(C)C)CC3)c2)c(O)c1CC=C(C)C,20070.0,COc1cc(OC)c(C(=O)/C=C/c2cccc(N3CCN(C(=O)OC(C)(C)C)CC3)c2)c(O)c1CC=C(C)C,4.697452627512514,WTACYPJKTWYNSJ-WYMLVPIESA-N
CHEMBL3233506,COC(=O)C1=C(O)/C(=C/C=C/c2ccccc2OC)CCC1,20400.0,COC(=O)C1=C(O)/C(=C/C=C/c2ccccc2OC)CCC1,4.690369832574101,AJUXEUPZWUBXHN-KBEUXKDCSA-N
CHEMBL4445826,C=C1[C@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](C)(OC(C)=O)C[C@]2(O)[C@H](OC(C)=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,20600.0,C=C1[C@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](C)(OC(C)=O)C[C@]2(O)[C@H](OC(C)=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,4.686132779630847,XTKYSUFGBHDBME-WWNHBMMRSA-N
CHEMBL5199391,O=C(c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,20610.0,O=C(c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,4.685922008220787,XGNPYPJXBPJPFE-UHFFFAOYSA-N
CHEMBL4455563,COc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(O)c1CC=C(C)C,20640.0,COc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(O)c1CC=C(C)C,4.685290307044826,QDSRQILTOUZIGL-ACCUITESSA-N
CHEMBL4435347,COc1ccc(/C=C/C(=O)c2c(OC)cc(OC)c(CC=C(C)C)c2O)cc1,20720.0,COc1ccc(/C=C/C(=O)c2c(OC)cc(OC)c(CC=C(C)C)c2O)cc1,4.683610248926804,NWEANQPEFZILBL-UKTHLTGXSA-N
CHEMBL472818,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2,21000.0,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2,4.6777807052660805,XOIDZEAOWYMADT-UHFFFAOYSA-N
CHEMBL4202725,O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1,21200.0,O=C(Nc1ccccc1-n1cc(-c2ccccc2)nn1)c1ccccc1,4.673664139071248,PWPQYHFUVPQSBU-UHFFFAOYSA-N
CHEMBL226968,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,21500.0,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4.667561540084395,QYPNKSZPJQQLRK-UHFFFAOYSA-N
CHEMBL3317938,COc1cc(OC)c(C(=O)N(C)c2ccc(-c3cccnc3)cc2F)cc1OC,21600.0,COc1cc(OC)c(C(=O)N(C)c2ccc(-c3cccnc3)cc2F)cc1OC,4.665546248849069,WWEHYGLGFQCKSD-UHFFFAOYSA-N
CHEMBL4469487,C=C1[C@H](OC(=O)c2ccccc2)[C@H]2[C@@H](OC(C)=O)[C@@H](C)C[C@]2(OC(C)=O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](O)[C@H]1OC(C)=O,21600.0,C=C1[C@H](OC(=O)c2ccccc2)[C@H]2[C@@H](OC(C)=O)[C@@H](C)C[C@]2(OC(C)=O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](O)[C@H]1OC(C)=O,4.665546248849069,PQNNHWCHNOPKGC-PSLQACODSA-N
CHEMBL4524268,COc1cc(OC)c(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1CC=C(C)C,21780.0,COc1cc(OC)c(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1CC=C(C)C,4.661942124580244,IPYCPCJUJUOMSX-XYOKQWHBSA-N
CHEMBL3884089,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,21800.0,O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccc1,4.661543506395395,VPYJUJWHNRADAQ-UHFFFAOYSA-N
CHEMBL4748169,COc1cc2c(cc1OC)CN(CCc1ccc(-n3cc(-c4ccc(C(=O)C(C)C)c(NC(=O)c5ccc6ccccc6n5)c4)nn3)cc1)CC2,21830.0,COc1cc2c(cc1OC)CN(CCc1ccc(-n3cc(-c4ccc(C(=O)C(C)C)c(NC(=O)c5ccc6ccccc6n5)c4)nn3)cc1)CC2,4.66094626429086,CRDPDHTUSFHKGC-UHFFFAOYSA-N
CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,21900.0,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,4.6595558851598815,JNZVLQLHSXVIDH-UHFFFAOYSA-N
CHEMBL38750,CC(C)[C@@H]1OC(=O)[C@@H](C)COC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,21900.0,CC(C)[C@@H]1OC(=O)[C@@H](C)COC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,4.6595558851598815,FLYPVINMSITAOM-RMRDIRSESA-N
CHEMBL4093700,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3C)nn1)CC2,21910.0,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3C)nn1)CC2,4.659357622439295,BXJYOCWGNNBSDR-UHFFFAOYSA-N
CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,22000.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,4.657577319177793,HTIQEAQVCYTUBX-UHFFFAOYSA-N
CHEMBL4549202,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1cccc(Cl)c1,22500.0,O=C(c1ccccc1)N1CCc2c([nH]c3ccccc23)C1c1cccc(Cl)c1,4.647817481888637,NVUJCJKAAMFJDS-UHFFFAOYSA-N
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,22500.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,4.647817481888637,IYIKLHRQXLHMJQ-UHFFFAOYSA-N
CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,22700.0,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,4.6439741428068775,IZEKFCXSFNUWAM-UHFFFAOYSA-N
CHEMBL5200204,O=C(NCCc1ccccc1)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12,22730.0,O=C(NCCc1ccccc1)c1nn(-c2ccc(Cl)cc2)c(=O)c2ccccc12,4.643400564275029,MGURWGPNOBGQKK-UHFFFAOYSA-N
CHEMBL4073000,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3cccc(Cl)c3)nn1)CC2,22820.0,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3cccc(Cl)c3)nn1)CC2,4.641684359917804,PJKSFPWVOULIEI-UHFFFAOYSA-N
CHEMBL2372496,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,23000.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.638272163982407,FWMBRFVXLUJFCT-RDFLTYHNSA-N
CHEMBL427392,Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,23000.0,Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,4.638272163982407,DADMQAUVBPTTDT-UHFFFAOYSA-N
CHEMBL207903,COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,23000.0,COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,4.638272163982407,YFHSVEFGWHOYPM-UHFFFAOYSA-N
CHEMBL4563533,O=C(c1ccc(Cl)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)c(F)c1,23400.0,O=C(c1ccc(Cl)cc1)N1CCc2c([nH]c3ccccc23)C1c1ccc(F)c(F)c1,4.6307841425898575,KBMTYOXVAGVZLK-UHFFFAOYSA-N
CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,23400.0,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,4.6307841425898575,ALGDHWVALRSLBT-UHFFFAOYSA-N
CHEMBL4434968,CCCCCc1c(OC)cc(OC)c(C(=O)/C=C/c2cccc(N3CCNCC3)c2)c1O,23590.0,CCCCCc1c(OC)cc(OC)c(C(=O)/C=C/c2cccc(N3CCNCC3)c2)c1O,4.6272720591144045,IRFTZWVRVDGXKD-VAWYXSNFSA-N
CHEMBL4441452,COc1cc(OC)c(C(=O)/C=C/c2cccc(N3CCN(C)CC3)c2)c(O)c1CC=C(C)C,23590.0,COc1cc(OC)c(C(=O)/C=C/c2cccc(N3CCN(C)CC3)c2)c(O)c1CC=C(C)C,4.6272720591144045,VUASIIQURRWUFE-ZRDIBKRKSA-N
CHEMBL4565660,COc1cc(OC)c(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)c(O)c1CC=C(C)C,23590.0,COc1cc(OC)c(C(=O)/C=C/c2ccc(C(F)(F)F)cc2)c(O)c1CC=C(C)C,4.6272720591144045,SSKJQTHORWZWKS-XYOKQWHBSA-N
CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,23600.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,4.627087997029894,LXMSZDCAJNLERA-ZHYRCANASA-N
CHEMBL1688198,COCCOCO[C@@H]1/C=C\C(OC(C)=O)C(OC(C)=O)/C=C/[C@@H](OC)[C@@H]2CCC(C)=C1C2(C)C,24000.0,COCCOCO[C@@H]1/C=C\C(OC(C)=O)C(OC(C)=O)/C=C/[C@@H](OC)[C@@H]2CCC(C)=C1C2(C)C,4.619788758288394,NQCBVOZPBRFMSA-XDTDIYPDSA-N
CHEMBL206031,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,24100.0,Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1,4.617982957425132,JORVRJNILJXMMG-OLNQLETPSA-N
CHEMBL5176886,COc1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)cc1,24280.0,COc1ccc(CNC(=O)c2nn(-c3ccc(Cl)cc3)c(=O)c3ccccc23)cc1,4.61475131759678,ZJXKFIKNZPBXPT-UHFFFAOYSA-N
CHEMBL5421503,COC(=O)/C(C#N)=C/c1cn(CC(=O)Nc2ccccc2OC)c2ccccc12,24300.0,COC(=O)/C(C#N)=C/c1cn(CC(=O)Nc2ccccc2OC)c2ccccc12,4.614393726401688,SJBZNEJHGBRUMZ-RVDMUPIBSA-N
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,24600.0,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,4.609064892896621,VFMMPHCGEFXGIP-UHFFFAOYSA-N
CHEMBL463095,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,24730.0,COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,4.6067758836387025,TZEQDSMFACWASC-MDZDMXLPSA-N
CHEMBL4868245,CC(C)OCc1nc(C(C)NC(=O)C(C)Sc2ccnc3cc(Cl)ccc23)no1,25000.0,CC(C)OCc1nc(C(C)NC(=O)C(C)Sc2ccnc3cc(Cl)ccc23)no1,4.6020599913279625,IWBRPFYJHDLFFT-UHFFFAOYSA-N
CHEMBL514286,COc1cccc(CCc2ccccc2OCCN2CCN(c3ccccc3OC)CC2)c1,25000.0,COc1cccc(CCc2ccccc2OCCN2CCN(c3ccccc3OC)CC2)c1,4.6020599913279625,XSDFRRJDAYISQR-UHFFFAOYSA-N
CHEMBL4744075,COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-n3cc(-c4ccc(C(=O)OC)c(NC(=O)c5ccc6ccccc6n5)c4)nn3)cc1)C2,25030.0,COCCOCCOCCOc1cc2c(cc1OC)CCN(Cc1ccc(-n3cc(-c4ccc(C(=O)OC)c(NC(=O)c5ccc6ccccc6n5)c4)nn3)cc1)C2,4.601539150391777,VSSBUXPZPYVRTL-UHFFFAOYSA-N
CHEMBL4556076,C=C1[C@H](OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](O)[C@H]1OC(C)=O,25300.0,C=C1[C@H](OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@H](C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](O)[C@H]1OC(C)=O,4.5968794788241825,TURQXJFADDBDSZ-JSJDLNBESA-N
CHEMBL4083430,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3)nn1)CC2,25520.0,COc1cc2c(cc1OC)CN(CCn1cc(COc3ccccc3C(=O)Nc3ccccc3)nn1)CC2,4.593119329950875,ZZVOBIJROAWIHZ-UHFFFAOYSA-N
CHEMBL4747679,CNc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,25900.0,CNc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,4.586700235918748,SBFVGZLRYYBGLD-UHFFFAOYSA-N
CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,26000.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,4.585026652029182,AAKJLRGGTJKAMG-UHFFFAOYSA-N
CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,26300.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,4.580044251510242,RZTAMFZIAATZDJ-UHFFFAOYSA-N
CHEMBL4439850,Cc1ccccc1-n1nnnc1SCC(=O)N1CCN(Cc2ccccc2)CC1,26400.0,Cc1ccccc1-n1nnnc1SCC(=O)N1CCN(Cc2ccccc2)CC1,4.578396073130169,UHTFXBGCVLAXPN-UHFFFAOYSA-N
CHEMBL4546355,COc1cc(OC)c(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1CC=C(C)C,26560.0,COc1cc(OC)c(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1CC=C(C)C,4.57577192930402,WPYKEEIZSXOWNW-PKNBQFBNSA-N
CHEMBL75169,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,27100.0,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,4.567030709125595,KPJGABLCRGWDRB-UHFFFAOYSA-N
CHEMBL4435289,COc1cc(OC)c(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)c(O)c1CC=C(C)C,27520.0,COc1cc(OC)c(C(=O)/C=C/c2ccc(OC)c(OC)c2OC)c(O)c1CC=C(C)C,4.560351570436526,ZAZLZMFXJGGOKU-FMIVXFBMSA-N
CHEMBL4561820,O=C(c1cc(-c2cccnc2)nc2ccccc12)N1CCN(Cc2cccs2)CC1,27800.0,O=C(c1cc(-c2cccnc2)nc2ccccc12)N1CCN(Cc2cccs2)CC1,4.555955204081924,DTLVZKOZZDRHEB-UHFFFAOYSA-N
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,28000.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.552841968657781,CGIGDMFJXJATDK-UHFFFAOYSA-N
CHEMBL453805,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,28000.0,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,4.552841968657781,OLOOJGVNMBJLLR-UHFFFAOYSA-N
CHEMBL4448129,C=C1[C@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](C)(O)C[C@]2(O)[C@H](OC(C)=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(C)=O)[C@H]1OC(=O)c1ccccc1,28000.0,C=C1[C@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](C)(O)C[C@]2(O)[C@H](OC(C)=O)[C@@H](C)/C=C/C(C)(C)C(=O)[C@H](OC(C)=O)[C@H]1OC(=O)c1ccccc1,4.552841968657781,BIKKDGDHWIBYDW-XRAUQELJSA-N
CHEMBL207240,COc1cc(OC)cc(-c2ccccc2-c2ccc(O)cc2)c1,28000.0,COc1cc(OC)cc(-c2ccccc2-c2ccc(O)cc2)c1,4.552841968657781,WBVVLROKTBXXTP-UHFFFAOYSA-N
CHEMBL1685067,COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2,29000.0,COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2,4.5376020021010435,MJPLGHSVCRZIQU-UHFFFAOYSA-N
CHEMBL4855759,CN(c1cccc2cccnc12)S(=O)(=O)c1cnc2ccsc2c1,29100.0,CN(c1cccc2cccnc12)S(=O)(=O)c1cnc2ccsc2c1,4.536107011014093,LQTUYMXYSMGJHQ-UHFFFAOYSA-N
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,29800.0,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,4.525783735923745,AHOUBRCZNHFOSL-YOEHRIQHSA-N
CHEMBL4639691,COc1cc([C@@H]2[C@H]3CN(C(C)=O)[C@@H](Cc4ccccc4)CN3C(=O)[C@@]23O[C@H]3c2ccccc2)cc2c1OCO2,30000.0,COc1cc([C@@H]2[C@H]3CN(C(C)=O)[C@@H](Cc4ccccc4)CN3C(=O)[C@@]23O[C@H]3c2ccccc2)cc2c1OCO2,4.522878745280337,CNJPOHZCIZRLEN-JTTXJNPXSA-N
CHEMBL4646024,COc1cc(C[C@H]2CN3C(=O)[C@@]4(O[C@H]4c4ccccc4)[C@H](c4cc(OC)c5c(c4)OCO5)[C@H]3CN2C(C)=O)cc2c1OCO2,30000.0,COc1cc(C[C@H]2CN3C(=O)[C@@]4(O[C@H]4c4ccccc4)[C@H](c4cc(OC)c5c(c4)OCO5)[C@H]3CN2C(C)=O)cc2c1OCO2,4.522878745280337,IKMTWSYMQMGXCQ-HGSJAIJISA-N
CHEMBL4637075,COc1cc(C[C@H]2CN3C(=O)/C(=C/c4ccccc4)[C@H](c4cc(OC)c5c(c4)OCO5)[C@H]3CN2C(C)=O)cc2c1OCO2,30000.0,COc1cc(C[C@H]2CN3C(=O)/C(=C/c4ccccc4)[C@H](c4cc(OC)c5c(c4)OCO5)[C@H]3CN2C(C)=O)cc2c1OCO2,4.522878745280337,LHSUMYDJXGUUCA-UZXXXJBNSA-N
CHEMBL4637554,COc1cc([C@H]2/C(=C\c3ccccc3)C(=O)N3C[C@H](Cc4ccccc4)N(C(C)=O)C[C@H]23)cc2c1OCO2,30000.0,COc1cc([C@H]2/C(=C\c3ccccc3)C(=O)N3C[C@H](Cc4ccccc4)N(C(C)=O)C[C@H]23)cc2c1OCO2,4.522878745280337,VIDPPJILURFWHU-VZALMVKISA-N
CHEMBL2372508,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,30000.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.522878745280337,GHTBLNXGTHUFBG-IUXUOCSVSA-N
CHEMBL2372465,CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,30000.0,CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.522878745280337,KVUFLOXJKUYFMQ-HQCNNLQUSA-N
